025-06-07 10:54:40,284 - werkzeug - INFO -  * Restarting with stat
2025-06-07 11:57:17,345 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:17] "GET /login?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2025-06-07 11:57:17,351 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:17] "GET /login HTTP/1.1" 200 -
2025-06-07 11:57:17,413 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:17] "GET /login?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2025-06-07 11:57:19,133 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:19] "GET /login HTTP/1.1" 200 -
2025-06-07 11:57:21,157 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:21] "GET /register HTTP/1.1" 200 -
2025-06-07 11:57:21,187 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:21] "[36mGET /static/css/main.css HTTP/1.1[0m" 304 -
2025-06-07 11:57:21,188 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:21] "[36mGET /static/js/main.js HTTP/1.1[0m" 304 -
2025-06-07 11:57:21,200 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:21] "GET /register HTTP/1.1" 200 -
2025-06-07 11:57:26,126 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:26] "[35m[1mPOST /register HTTP/1.1[0m" 500 -
2025-06-07 11:57:26,142 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:26] "GET /register?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2025-06-07 11:57:26,143 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:26] "GET /register?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2025-06-07 11:57:26,150 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:26] "GET /register?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2025-06-07 11:57:26,164 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:26] "GET /register?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2025-06-07 11:57:26,166 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:26] "GET /register HTTP/1.1" 200 -
2025-06-07 11:57:26,218 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:26] "GET /register?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2025-06-07 11:57:28,998 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:28] "GET /register HTTP/1.1" 200 -
2025-06-07 11:57:37,649 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:37] "[35m[1mPOST /register HTTP/1.1[0m" 500 -
2025-06-07 11:57:37,668 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:37] "GET /register?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2025-06-07 11:57:37,669 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:37] "GET /register?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2025-06-07 11:57:37,677 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:37] "GET /register?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2025-06-07 11:57:37,679 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:37] "GET /register?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2025-06-07 11:57:37,687 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:37] "GET /register HTTP/1.1" 200 -
2025-06-07 11:57:37,740 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:37] "GET /register?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2025-06-07 11:57:44,772 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:44] "GET /register HTTP/1.1" 200 -
2025-06-07 11:57:49,999 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:49] "GET /login HTTP/1.1" 200 -
2025-06-07 11:57:50,027 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:50] "[36mGET /static/css/main.css HTTP/1.1[0m" 304 -
2025-06-07 11:57:50,028 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:50] "[36mGET /static/js/main.js HTTP/1.1[0m" 304 -
2025-06-07 11:57:50,045 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:50] "GET /login HTTP/1.1" 200 -
2025-06-07 11:57:57,406 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:57] "[35m[1mPOST /login HTTP/1.1[0m" 500 -
2025-06-07 11:57:57,422 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:57] "GET /login?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2025-06-07 11:57:57,422 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:57] "GET /login?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2025-06-07 11:57:57,436 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:57] "GET /login?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2025-06-07 11:57:57,438 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:57] "GET /login?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2025-06-07 11:57:57,446 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:57] "GET /login HTTP/1.1" 200 -
2025-06-07 11:57:57,501 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:57:57] "GET /login?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2025-06-07 11:58:58,649 - werkzeug - INFO -  * Restarting with stat
2025-06-07 11:58:59,125 - werkzeug - WARNING -  * Debugger is active!
2025-06-07 11:58:59,130 - werkzeug - INFO -  * Debugger PIN: 134-909-969
2025-06-07 11:58:59,157 - werkzeug - INFO -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2025-06-07 11:59:05,050 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:59:05] "GET /login HTTP/1.1" 200 -
2025-06-07 11:59:06,049 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:59:06] "GET /login HTTP/1.1" 200 -
2025-06-07 11:59:06,169 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:59:06] "GET /static/css/main.css HTTP/1.1" 200 -
2025-06-07 11:59:06,169 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:59:06] "GET /static/js/main.js HTTP/1.1" 200 -
2025-06-07 11:59:06,424 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:59:06] "GET /login HTTP/1.1" 200 -
2025-06-07 11:59:06,471 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 11:59:06] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
2025-06-07 22:06:40,347 - werkzeug - INFO -  * Detected change in 'E:\\Sort\\Ali\\Ali\\Project\\Project\\database\\db_connection.py', reloading
2025-06-07 22:06:40,431 - werkzeug - INFO -  * Restarting with stat
2025-06-07 22:06:41,238 - werkzeug - WARNING -  * Debugger is active!
2025-06-07 22:06:41,242 - werkzeug - INFO -  * Debugger PIN: 134-909-969
2025-06-07 22:06:41,272 - werkzeug - INFO -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2025-06-07 22:08:50,448 - werkzeug - INFO -  * Restarting with stat
2025-06-07 22:08:50,957 - werkzeug - WARNING -  * Debugger is active!
2025-06-07 22:08:50,962 - werkzeug - INFO -  * Debugger PIN: 134-909-969
2025-06-07 22:08:50,995 - werkzeug - INFO -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2025-06-07 22:08:57,783 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:08:57] "GET /login HTTP/1.1" 200 -
2025-06-07 22:08:59,183 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:08:59] "GET /login HTTP/1.1" 200 -
2025-06-07 22:08:59,291 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:08:59] "[36mGET /static/css/main.css HTTP/1.1[0m" 304 -
2025-06-07 22:08:59,292 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:08:59] "[36mGET /static/js/main.js HTTP/1.1[0m" 304 -
2025-06-07 22:08:59,311 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:08:59] "GET /login HTTP/1.1" 200 -
2025-06-07 22:09:00,782 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:00] "GET /login HTTP/1.1" 200 -
2025-06-07 22:09:00,799 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:00] "[36mGET /static/css/main.css HTTP/1.1[0m" 304 -
2025-06-07 22:09:00,800 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:00] "[36mGET /static/js/main.js HTTP/1.1[0m" 304 -
2025-06-07 22:09:00,815 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:00] "GET /login HTTP/1.1" 200 -
2025-06-07 22:09:03,093 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:03] "GET /login HTTP/1.1" 200 -
2025-06-07 22:09:03,120 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:03] "GET /static/css/main.css HTTP/1.1" 200 -
2025-06-07 22:09:03,120 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:03] "GET /static/js/main.js HTTP/1.1" 200 -
2025-06-07 22:09:07,973 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:07] "GET /login HTTP/1.1" 200 -
2025-06-07 22:09:08,017 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:08] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
2025-06-07 22:09:08,301 - app - ERROR - Login error: '_GeneratorContextManager' object has no attribute 'cursor'
2025-06-07 22:09:08,319 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:08] "[35m[1mPOST /login HTTP/1.1[0m" 500 -
2025-06-07 22:09:08,343 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:08] "GET /login?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2025-06-07 22:09:08,344 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:08] "GET /login?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2025-06-07 22:09:08,404 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:08] "GET /login?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2025-06-07 22:09:08,406 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:08] "GET /login?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2025-06-07 22:09:08,411 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:08] "GET /login HTTP/1.1" 200 -
2025-06-07 22:09:08,471 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:08] "GET /login?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2025-06-07 22:09:11,136 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:11] "GET /login HTTP/1.1" 200 -
2025-06-07 22:09:40,648 - app - ERROR - Login error: '_GeneratorContextManager' object has no attribute 'cursor'
2025-06-07 22:09:40,658 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:40] "[35m[1mPOST /login HTTP/1.1[0m" 500 -
2025-06-07 22:09:40,680 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:40] "GET /login?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2025-06-07 22:09:40,680 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:40] "GET /login?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2025-06-07 22:09:40,691 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:40] "GET /login?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2025-06-07 22:09:40,694 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:40] "GET /login?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2025-06-07 22:09:40,700 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:40] "GET /login HTTP/1.1" 200 -
2025-06-07 22:09:40,763 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:40] "GET /login?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2025-06-07 22:09:42,242 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:09:42] "GET /login HTTP/1.1" 200 -
2025-06-07 22:09:56,733 - werkzeug - INFO -  * Restarting with stat
2025-06-07 22:09:57,242 - werkzeug - WARNING -  * Debugger is active!
2025-06-07 22:09:57,247 - werkzeug - INFO -  * Debugger PIN: 134-909-969
2025-06-07 22:09:57,278 - werkzeug - INFO -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2025-06-07 22:10:00,604 - app - ERROR - Login error: '_GeneratorContextManager' object has no attribute 'cursor'
2025-06-07 22:10:00,616 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:10:00] "[35m[1mPOST /login HTTP/1.1[0m" 500 -
2025-06-07 22:10:00,716 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:10:00] "GET /login?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2025-06-07 22:10:00,719 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:10:00] "GET /login?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2025-06-07 22:10:00,728 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:10:00] "GET /login?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2025-06-07 22:10:00,731 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:10:00] "GET /login?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2025-06-07 22:10:00,750 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:10:00] "GET /login HTTP/1.1" 200 -
2025-06-07 22:10:00,792 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:10:00] "GET /login?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2025-06-07 22:17:18,596 - werkzeug - INFO -  * Detected change in 'E:\\Sort\\Ali\\Ali\\Project\\Project\\database\\db_connection.py', reloading
2025-06-07 22:17:18,659 - werkzeug - INFO -  * Restarting with stat
2025-06-07 22:17:19,529 - werkzeug - WARNING -  * Debugger is active!
2025-06-07 22:17:19,537 - werkzeug - INFO -  * Debugger PIN: 134-909-969
2025-06-07 22:17:19,571 - werkzeug - INFO -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2025-06-07 22:20:40,110 - werkzeug - INFO -  * Restarting with stat
2025-06-07 22:20:40,630 - werkzeug - WARNING -  * Debugger is active!
2025-06-07 22:20:40,637 - werkzeug - INFO -  * Debugger PIN: 134-909-969
2025-06-07 22:20:40,666 - werkzeug - INFO -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2025-06-07 22:20:49,308 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:20:49] "GET /login HTTP/1.1" 200 -
2025-06-07 22:20:51,075 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:20:51] "GET /login HTTP/1.1" 200 -
2025-06-07 22:20:51,190 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:20:51] "GET /static/css/main.css HTTP/1.1" 200 -
2025-06-07 22:20:51,191 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:20:51] "GET /static/js/main.js HTTP/1.1" 200 -
2025-06-07 22:20:51,477 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:20:51] "GET /login HTTP/1.1" 200 -
2025-06-07 22:20:51,525 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:20:51] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
2025-06-07 22:20:55,817 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:20:55] "[32mPOST /login HTTP/1.1[0m" 302 -
2025-06-07 22:20:55,822 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:20:55] "[32mGET / HTTP/1.1[0m" 302 -
2025-06-07 22:20:55,851 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:20:55] "[35m[1mGET /admin/dashboard HTTP/1.1[0m" 500 -
2025-06-07 22:20:55,890 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:20:55] "GET /admin/dashboard?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2025-06-07 22:20:55,891 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:20:55] "GET /admin/dashboard?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2025-06-07 22:20:55,899 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:20:55] "GET /admin/dashboard?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2025-06-07 22:20:55,915 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:20:55] "GET /admin/dashboard?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2025-06-07 22:20:55,922 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:20:55] "[35m[1mGET /admin/dashboard HTTP/1.1[0m" 500 -
2025-06-07 22:20:55,977 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:20:55] "GET /admin/dashboard?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2025-06-07 22:30:03,749 - werkzeug - INFO -  * Restarting with stat
2025-06-07 22:30:04,651 - werkzeug - WARNING -  * Debugger is active!
2025-06-07 22:30:04,660 - werkzeug - INFO -  * Debugger PIN: 134-909-969
2025-06-07 22:30:04,704 - werkzeug - INFO -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2025-06-07 22:30:06,418 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:30:06] "GET /login HTTP/1.1" 200 -
2025-06-07 22:30:06,655 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:30:06] "GET /login HTTP/1.1" 200 -
2025-06-07 22:30:06,766 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:30:06] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
2025-06-07 22:30:09,692 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:30:09] "[32mGET / HTTP/1.1[0m" 302 -
2025-06-07 22:30:09,702 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:30:09] "GET /login HTTP/1.1" 200 -
2025-06-07 22:30:09,740 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:30:09] "GET /login HTTP/1.1" 200 -
2025-06-07 22:30:18,797 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:30:18] "[32mPOST /login HTTP/1.1[0m" 302 -
2025-06-07 22:30:18,802 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:30:18] "[32mGET / HTTP/1.1[0m" 302 -
2025-06-07 22:30:18,810 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:30:18] "GET /admin/dashboard HTTP/1.1" 200 -
2025-06-07 22:30:18,842 - werkzeug - INFO - 127.0.0.1 - - [07/Jun/2025 22:30:18] "GET /admin/dashboard HTTP/1.1" 200 -
